User,Card,Date,Amount,Use Chip,Merchant City,Merchant State,Zip,MCC
0,0,2002-10-1,$34.89 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-10-2,$139.34 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-10-3,$46.46 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2002-10-3,$102.74 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-10-3,$36.44 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2002-10-4,$114.87 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-10-5,$53.13 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2002-10-5,$16.87 ,Swipe Transaction,La Verne,CA,91750.0,7210
0,0,2002-10-6,$139.39 ,Online Transaction,ONLINE,,,5311
0,0,2002-10-7,$133.96 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2002-10-8,$100.00 ,Swipe Transaction,Mira Loma,CA,91752.0,4829
0,0,2002-10-8,$154.70 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-10-8,$27.22 ,Swipe Transaction,La Verne,CA,91750.0,5193
0,0,2002-10-9,$118.25 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-10-9,$31.01 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2002-10-9,$53.09 ,Online Transaction,ONLINE,,,5193
0,0,2002-10-10,$142.06 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-10-11,$172.67 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-10-11,$159.46 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2002-10-11,$37.69 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2002-10-11,$87.47 ,Swipe Transaction,La Verne,CA,91750.0,5814
0,0,2002-10-12,$168.96 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2002-10-13,$135.41 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-10-13,$30.00 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-10-13,$58.62 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-10-13,-$99.00,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-10-13,$99.00 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-10-14,$100.75 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-10-14,"$1,049.82 ",Swipe Transaction,San Diego,CA,92123.0,3058
0,0,2002-10-14,$207.00 ,Swipe Transaction,Tilden,NE,68781.0,3395
0,0,2002-10-15,$99.09 ,Swipe Transaction,Lincoln,NE,68521.0,5912
0,0,2002-10-15,-$88.00,Swipe Transaction,Lincoln,NE,68521.0,5541
0,0,2002-10-15,$88.00 ,Swipe Transaction,Lincoln,NE,68521.0,5541
0,0,2002-10-15,$55.30 ,Swipe Transaction,Lincoln,NE,68521.0,5541
0,0,2002-10-15,$93.02 ,Swipe Transaction,Lincoln,NE,68521.0,5651
0,0,2002-10-16,$142.68 ,Swipe Transaction,Tilden,NE,68781.0,3395
0,0,2002-10-16,-$207.00,Swipe Transaction,Tilden,NE,68781.0,3395
0,0,2002-10-16,$3.65 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-10-16,$521.24 ,Swipe Transaction,La Verne,CA,91750.0,6300
0,0,2002-10-17,$114.05 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-10-18,$91.10 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2002-10-18,$1.84 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-10-19,$130.22 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2002-10-19,$24.02 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-10-20,$41.02 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-10-21,$43.69 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-10-21,$49.08 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-10-21,-$57.00,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-10-21,$57.00 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-10-22,$164.49 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-10-23,$201.62 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-10-23,$17.82 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2002-10-24,$118.96 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-10-24,$66.00 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-10-24,$62.01 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-10-24,-$66.00,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-10-25,$39.12 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-10-25,$148.58 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2002-10-25,$35.82 ,Swipe Transaction,Diamond Bar,CA,91765.0,5719
0,0,2002-10-25,$73.35 ,Swipe Transaction,La Verne,CA,91750.0,5814
0,0,2002-10-26,$119.43 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-10-26,$38.42 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2002-10-26,$216.47 ,Swipe Transaction,La Verne,CA,91750.0,8043
0,0,2002-10-27,$131.02 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-10-27,$37.06 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-10-28,$156.93 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2002-10-28,$2.30 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-10-29,$9.76 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-10-29,$29.95 ,Swipe Transaction,Monterey Park,CA,91754.0,7832
0,0,2002-10-30,$77.85 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-10-30,$35.92 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-10-31,$135.60 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2002-10-31,$37.63 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2002-10-31,$96.00 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-10-31,-$96.00,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-10-31,$61.08 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-11-1,$24.67 ,Swipe Transaction,La Verne,CA,91750.0,7230
0,0,2002-11-1,$46.10 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2002-11-1,$16.76 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-11-1,$161.51 ,Swipe Transaction,Mira Loma,CA,91752.0,4814
0,0,2002-11-2,$132.90 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2002-11-2,$30.50 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-11-2,$12.09 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-11-3,$150.08 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-11-3,$180.58 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-11-4,$55.61 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-11-4,$75.72 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2002-11-4,$77.41 ,Swipe Transaction,La Verne,CA,91750.0,5814
0,0,2002-11-5,$148.01 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-11-5,$106.72 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-11-5,$28.39 ,Online Transaction,ONLINE,,,4814
0,0,2002-11-7,$140.86 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-11-7,$116.86 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-11-8,$122.64 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2002-11-8,$42.01 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-11-9,$167.00 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-11-9,$168.53 ,Swipe Transaction,La Verne,CA,91750.0,4900
0,0,2002-11-9,$85.91 ,Swipe Transaction,Mira Loma,CA,91752.0,5812
0,0,2002-11-10,$152.14 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-11-10,$40.78 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-11-10,$107.50 ,Swipe Transaction,La Verne,CA,91750.0,4900
0,0,2002-11-10,$59.52 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-11-10,-$91.00,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-11-10,$91.00 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-11-10,-$98.00,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-11-10,$98.00 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-11-10,$52.40 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-11-11,$130.48 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2002-11-11,$126.32 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2002-11-13,$63.90 ,Swipe Transaction,La Verne,CA,91750.0,5812
0,0,2002-11-14,$151.49 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-11-14,$113.32 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2002-11-15,$39.18 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2002-11-15,$66.98 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2002-11-15,$58.03 ,Swipe Transaction,Ontario,CA,91761.0,5211
0,0,2002-11-15,$186.41 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-11-16,$133.55 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2002-11-16,$59.74 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2002-11-17,$157.96 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-11-17,$95.40 ,Swipe Transaction,La Verne,CA,91750.0,5814
0,0,2002-11-18,$99.92 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-11-18,$127.33 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-11-19,$134.57 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-11-19,$52.94 ,Swipe Transaction,Monterey Park,CA,91754.0,5310
0,0,2002-11-19,$95.76 ,Swipe Transaction,La Verne,CA,91750.0,5812
0,0,2002-11-20,$83.17 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2002-11-20,$54.26 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-11-20,$61.02 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2002-11-22,$131.45 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2002-11-22,$115.91 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2002-11-22,$65.92 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2002-11-23,$38.99 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-11-23,$129.07 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-11-23,$37.23 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-11-23,$228.92 ,Swipe Transaction,La Verne,CA,91750.0,8011
0,0,2002-11-24,$141.77 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-11-24,$51.96 ,Swipe Transaction,La Verne,CA,91750.0,5814
0,0,2002-11-25,$143.06 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-11-25,$50.68 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2002-11-25,-$99.00,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-11-25,$69.31 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-11-25,$99.00 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-11-25,$99.36 ,Swipe Transaction,Diamond Bar,CA,91765.0,5719
0,0,2002-11-26,$126.81 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-11-26,$379.73 ,Swipe Transaction,Calexico,CA,92231.0,3066
0,0,2002-11-27,$148.42 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2002-11-27,$138.59 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-11-27,$107.15 ,Swipe Transaction,La Verne,CA,91750.0,5812
0,0,2002-11-28,$81.43 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2002-11-28,$35.60 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-11-29,$173.03 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-11-29,$38.76 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-11-30,$24.55 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-11-30,$104.81 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-12-1,$75.86 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-12-1,$128.63 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2002-12-2,$147.54 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-12-2,-$50.00,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-12-2,$66.41 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-12-2,$50.00 ,Swipe Transaction,La Verne,CA,91750.0,5499
0,0,2002-12-2,$71.03 ,Swipe Transaction,Chicago,IL,60643.0,5812
0,0,2002-12-2,$78.32 ,Swipe Transaction,Chicago,IL,60645.0,5812
0,0,2002-12-2,$127.00 ,Swipe Transaction,Chicago,IL,60643.0,3390
0,0,2002-12-2,$211.00 ,Swipe Transaction,Peoria,IL,61604.0,3684
0,0,2002-12-3,$18.45 ,Swipe Transaction,Chicago,IL,60643.0,5912
0,0,2002-12-3,$79.78 ,Swipe Transaction,Chicago,IL,60643.0,5812
0,0,2002-12-4,$89.39 ,Swipe Transaction,Chicago,IL,60643.0,5812
0,0,2002-12-5,$9.92 ,Swipe Transaction,Chicago,IL,60643.0,5411
0,0,2002-12-6,$79.83 ,Swipe Transaction,Chicago,IL,60645.0,5812
0,0,2002-12-7,$149.45 ,Swipe Transaction,Peoria,IL,61604.0,3684
0,0,2002-12-7,-$211.00,Swipe Transaction,Peoria,IL,61604.0,3684
0,0,2002-12-7,$173.38 ,Swipe Transaction,Chicago,IL,60643.0,3390
0,0,2002-12-7,-$127.00,Swipe Transaction,Chicago,IL,60643.0,3390
0,0,2002-12-7,$38.41 ,Swipe Transaction,La Verne,CA,91750.0,5411
0,0,2002-12-7,$78.97 ,Swipe Transaction,Mira Loma,CA,91752.0,5812
0,0,2002-12-8,$113.94 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-12-8,$47.40 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-12-8,$210.96 ,Online Transaction,ONLINE,,,4899
0,0,2002-12-8,$73.37 ,Swipe Transaction,La Verne,CA,91750.0,5814
0,0,2002-12-9,$134.26 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-12-10,$128.82 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-12-10,$128.41 ,Online Transaction,ONLINE,,,5311
0,0,2002-12-10,$51.23 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-12-11,$141.19 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-12-11,$177.75 ,Swipe Transaction,Mira Loma,CA,91752.0,4814
0,0,2002-12-11,$58.42 ,Online Transaction,ONLINE,,,4900
0,0,2002-12-12,$138.47 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-12-12,$108.90 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-12-12,$84.72 ,Swipe Transaction,La Verne,CA,91750.0,4900
0,0,2002-12-13,$141.32 ,Swipe Transaction,La Verne,CA,91750.0,5311
0,0,2002-12-13,$30.80 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-12-13,$55.25 ,Swipe Transaction,La Verne,CA,91750.0,5814
0,0,2002-12-14,$145.90 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-12-15,$75.31 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-12-15,$50.20 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-12-15,$58.10 ,Swipe Transaction,La Verne,CA,91750.0,4900
0,0,2002-12-16,$121.81 ,Online Transaction,ONLINE,,,5311
0,0,2002-12-16,$97.31 ,Online Transaction,ONLINE,,,5311
0,0,2002-12-18,$129.63 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-12-19,$119.46 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-12-19,$47.73 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2002-12-19,$33.86 ,Swipe Transaction,Mira Loma,CA,91752.0,4814
0,0,2002-12-20,$123.12 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-12-20,$91.97 ,Swipe Transaction,Mira Loma,CA,91752.0,5541
0,0,2002-12-21,$40.06 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-12-21,$70.17 ,Swipe Transaction,La Verne,CA,91750.0,5814
0,0,2002-12-22,$53.74 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-12-23,$105.41 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-12-23,$117.15 ,Swipe Transaction,La Verne,CA,91750.0,5300
0,0,2002-12-23,$35.28 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2002-12-23,$44.92 ,Swipe Transaction,Jefferson City,MO,65101.0,7538
0,0,2002-12-23,$255.00 ,Swipe Transaction,Waynesville,MO,65583.0,3640
0,0,2002-12-23,$3.62 ,Swipe Transaction,Jefferson City,MO,65101.0,5921
0,0,2002-12-23,$94.02 ,Swipe Transaction,Jefferson City,MO,65101.0,5812
0,0,2002-12-24,$55.44 ,Swipe Transaction,Jefferson City,MO,65101.0,7538
0,0,2002-12-24,$9.92 ,Online Transaction,ONLINE,,,5815
0,0,2002-12-24,$76.75 ,Swipe Transaction,Jefferson City,MO,65101.0,5812
0,0,2002-12-24,$71.64 ,Swipe Transaction,Jefferson City,MO,65101.0,5814
0,0,2002-12-24,$25.01 ,Swipe Transaction,Jefferson City,MO,65101.0,5813
0,0,2002-12-25,$139.80 ,Swipe Transaction,Jefferson City,MO,65109.0,5411
0,0,2002-12-25,$81.36 ,Swipe Transaction,Jefferson City,MO,65101.0,5812
0,0,2002-12-25,-$255.00,Swipe Transaction,Waynesville,MO,65583.0,3640
0,0,2002-12-25,$147.41 ,Swipe Transaction,Waynesville,MO,65583.0,3640
0,0,2002-12-26,$114.15 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-12-26,$38.00 ,Swipe Transaction,Monterey Park,CA,91754.0,5411
0,0,2002-12-26,$57.25 ,Swipe Transaction,La Verne,CA,91750.0,7538
0,0,2002-12-27,$123.99 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-12-27,$37.29 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
0,0,2002-12-28,$185.16 ,Swipe Transaction,La Verne,CA,91750.0,5912
0,0,2002-12-28,$46.30 ,Swipe Transaction,Monterey Park,CA,91755.0,5942
